,Unnamed: 0,Text,Sent,Vader_Sent
311,311,Samsung galaxy 4 I absolutely LOVE this app Have an amazing life  God bless ,Positive,Positive
312,312,Nice It could be updated with more but it is excellent.,Positive,Positive
313,313,"Must try  I love every bit of it. The modes, the graphics. Just try it and you will rate it 5 too...",Positive,Positive
314,314,"Refreshing mind Best to relax, kill time and to do some mild brain works  55 for the game, graphics and thousands of levels",Positive,Positive
315,315,Works very well.,Positive,Positive
316,316,Love this game,Positive,Positive
317,317,We need the colors app Could you make an app with the colors version my daughter loves this app and the color section on you free app but I can't afford the 35 membership. I will purchase the colors app as soon as it comes available,Positive,Positive
318,318,Awesome game ever...but coins are in euro so I cant understand how to play..please give detailed instructions with example of 1 for that one.thanku,Positive,Positive
319,319,"Awesome I have played through multiple times,  love the time trials too. Online tournaments would be fun.  Game is smooth and stable,  only a couple tiny glitches that don't really affect playability. Great game",Positive,Positive
320,320,Loved it Need to shorten the time for me to say today this is a very fun game on the hard one is hard and medium is medium easy is really easy .,Positive,Positive
321,321,"Fantastic Everything you could want, works flawlessly",Positive,Positive
322,322,Basic Game with simple gaming  no complications My 4 Year son likes playing this game very much.,Positive,Positive
323,323,FABULOUS This app has really helped me improve my vocabulary skills and I've only had it for two weeks. It's very helpful and I'd recommend it for anyone looking to do well on the ACTs.,Positive,Positive
324,324,I love this Best app ever because it works so well more than other apps. I will keep this app forever I promise I will this app forever . I volunteer   minahil  sajjad should play this with me,Positive,Positive
325,325,Awesome Love it,Positive,Positive
326,326,Amazing Thia is an amazing app so much fun and so much to do i highly recommend it,Positive,Positive
327,327,I love I play it every day none stop,Positive,Positive
328,328,Grayson TULEY My beautiful baby boy who is 15 months loves it,Positive,Positive
329,329,Fantasy Football app Dope...ready 4 season,Positive,Neutral
330,330,Awesome time pass I just keep sticking with this game as the name reveals it all STICK CRICKET....I love to chase big targets,Positive,Positive
331,331,We love this. Very nice app.,Positive,Positive
332,332,cool somehow this fixed the clock issue on my S6,Positive,Positive
333,333,Awesome Good graphics and lots of fun.,Positive,Positive
334,334,Love it... Absolutely fabulous and useful app Very user friendly...not a waste at all,Positive,Positive
335,335,Why is it not being my avenge  up for example my avenge as been 144 then I bowl 223212190150170144189201.the avenge stead the same. Johnny utah,Positive,Neutral
336,336,Aweeeeeeeesome game Not so bad but when we play the game suddenly it will start from the beginning if this is not there this game is the best,Positive,Positive
337,337,Excellent I like it,Positive,Positive
338,338,In love At first its hard to find but you will get all the words in a min to 2 mins,Positive,Positive
339,339,Really Helpful for unknowns Let me salute to the developer for creating such a nice app. For nondelhite....It's a wonderful app to commute from Delhi metro rails,Positive,Positive
340,340,"Great My 2 yr old daughter loves it and it is perfect for her homeschooling. The app works perfectly on my android box and cell. For those who tried to download it and it may not work, maybe try subscribing. The app is free, not the programming.",Positive,Positive
341,341,Awesome It's a fun and addicting word association game. I love the way it makes me think,Positive,Positive
342,342, ,Positive,Neutral
343,343,excellent application it moved tones of data and dex from applications that can only be installed in phone's internal memory to my sd card making it possible to download even more applications.,Positive,Positive
344,344,Good Education My baby brother is 5 and he isn't very or sha'll I say was because this app helped him Soooo me and I love Intellijoy apps thank you Soooo please make more educational apps,Positive,Positive
345,345,Love it. I've seen a similar type program used in the show ghost adventurers and it measures changes in the atmosphere and interprets it into words.,Positive,Positive
346,346,Love this game,Positive,Positive
347,347,This game is fun for my little cousin ps. I'm ten years old and it's fun for me,Positive,Positive
348,348,Love it. Please add 18 images,Positive,Positive
349,349,Engaging their imaginations Great app,Positive,Positive
350,350,MLP JUST AMAZING,Positive,Positive
351,351,My god sis My god sis loves it,Positive,Positive
352,352,"Good realistic game App works well,  but it would be good to be able to play a full match in this version",Positive,Positive
353,353,"Addictive A great little game to fill in time, ie waiting for appointments etc.",Positive,Positive
354,354,"Great game,  although I think I enjoyed the simplicity of 10000000 a bit more.  However, I highly recommend both games. Perfect pick up and play type of game. Great time killer",Positive,Positive
355,355,Very good Good good good excellent app good work 9app,Positive,Positive
356,356,"More Layers This is by far,the best free app for sketching I found.I give 5 stars,but one little thing I want And I'm sure others want tooAt least 5 layers.Is really hard to work with only 3 layers.",Positive,Positive
357,357,Plz make the whole song Its so fun but it would be better if  you could play the whole song ,Positive,Positive
358,358,Good game Make it as a multiplayer game but plz don't remove single player option.. Need work more on graphics..but it's a very good game for spending times. Thank u,Positive,Positive
359,359,Wurdle Rocks I looked everywhere for a good word game. Glad I found wurdle,Positive,Positive
360,360,Just Ok  So many items locked,Positive,Positive
361,361,"You'll love it All in all its worth your buck,it's a solid converter with everything you need plus some.i love the compass feature",Positive,Positive
362,362,love it  Played this on my old iPhone and it's just as good that,Positive,Positive
363,363,"Level 1 Too easy,I can win the stage",Positive,Positive
364,364,The best. I bought the pro version to support the great work. This is absolutely the best weather app.,Positive,Positive
365,365,Awesome Its awesome when you get bored you just do this and you can guess your favorite food,Positive,Positive
366,366,Good ply,Positive,Positive
367,367,Feature request Could you add a way to save and review saved games,Positive,Positive
368,368,Hahah The first thing to be uploaded on my tablet. The whole thing wants me to make an ironmanthemed device.,Positive,Neutral
369,369,"I love this game,but.. when I get to level or rank 16,when I press the button to put the whipped cream it freezes my whole phone and I have to shut it off. Please fix this I want to play again",Positive,Positive
370,370,Wowwwww My sister try to steal my private photosssss hah..I know Cuz I have the picture,Positive,Negative
371,371,Sgs4 root lollipop. Does the trick. Ps pep's this app will not show up in your app list unless you find it in settings. Does what it says on to in though,Positive,Neutral
372,372,My 2yrs old loves it ,Positive,Positive
373,373,"Thank you Thank you for the update sega,I can see that you truly worked hard. This fame is the most addictive and fun mobile game I've ever played",Positive,Positive
374,374,Great Its amazing but the only thing is when you play the mini games your time runs out way to quickly,Positive,Positive
