,Text,Sent
362,love it  Played this on my old iPhone and it's just as good that,Positive
363,"Level 1 Too easy,I can win the stage",Positive
364,The best. I bought the pro version to support the great work. This is absolutely the best weather app.,Positive
365,Awesome Its awesome when you get bored you just do this and you can guess your favorite food,Positive
366,Good ply,Positive
367,Feature request Could you add a way to save and review saved games,Positive
368,Hahah The first thing to be uploaded on my tablet. The whole thing wants me to make an ironmanthemed device.,Positive
369,"I love this game,but.. when I get to level or rank 16,when I press the button to put the whipped cream it freezes my whole phone and I have to shut it off. Please fix this I want to play again",Positive
370,Wowwwww My sister try to steal my private photosssss hah..I know Cuz I have the picture,Positive
371,Sgs4 root lollipop. Does the trick. Ps pep's this app will not show up in your app list unless you find it in settings. Does what it says on to in though,Positive
372,My 2yrs old loves it ,Positive
373,"Thank you Thank you for the update sega,I can see that you truly worked hard. This fame is the most addictive and fun mobile game I've ever played",Positive
374,Great Its amazing but the only thing is when you play the mini games your time runs out way to quickly,Positive
375,awesome it is the coolest game ever .I recommend you to download this,Positive
376,"Love, Love, love",Positive
377," ,OK  ",Positive
378,Great game. Wasnt expecting much from a phone app... im hooked now though. Warning Highly addictive,Positive
379,"Great fun for long or short periods Quick and super responsive, clever mechanics and good graphics ",Positive
380,"Fun game I really love this game, but it can use more levels. ",Positive
381,Spurb,Positive
382,Simple Usually play this when i have something to think through.  Basic easy  no time limit stress free play.,Positive
383,Anything you could possibly want My phone always matches my mood and zedge has the variety i need to make that happen and its FREE thats always a good thing.,Positive
384,Just like real console game Loved this game for my 360 and now love it on my phone and tablet. Thanks EA,Positive
385,Cool game This a cool game ,Positive
386,Very good,Positive
387,Love Love...Love...Love...Love....,Positive
388,Excellent,Positive
389,"Improving on the best Neutron was already amazing with the 4 band, now epandandable 10 band eq  You people rule",Positive
390,This is so cool You can shoot people and shoot in tanks and ride in tanks and cars Whoa,Positive
391,Cv attachment Why  cant you attach a CV when replying to jobs or how do you do itThx for fixing this issue guys,Positive
392,Graphical For such great graphics out don't take up a lot of room on your device. Fun to watch. There are similar games to this but not quite as appealing,Positive
393,"5 stars for the idea It's different, but that's what people like. And to guy that mentioned the diamonds were useless, just remember that Mario couldn't spend his coins in MOST games anyway",Positive
394,Best messaging app ever No lags.. no signing in or out. ..always up to mark... awesome. ...can't think without whatsapp,Positive
395,              ,Positive
396,"Great app Great app, and it does NYTimes crosswords. My only gripe is that it doesn't use my phone's native keyboard, but that is a minor issue at worst. If you are a crossword addict, get it. Only thing better is paper.",Positive
397,Excellent app Tried quite a few of the competitors and none come close. This is a must have,Positive
398,The Hey lte Das spill hab ich seid kuzen und Das spill ist ssssuuuppppaaa,Positive
399,Awesome The best game ever played in my life. It is just superb and amazing,Positive
400,"had play it were using Saga, and now S860, still fantastic tho...",Positive
401,"Where did all my gold coins go. I had 350 coins, went from lvl 91 to 92 and all coins disappeared. I now have one coin",Positive
402,Ewar I  give it 5 stars .,Positive
403,So far so good Lol looks like we get to criticize your game. Atleast it's not a load of garbage actually rather fun would recommend.,Positive
404,"Bugs bugs bugs no more Buttons don't work half the time. And I couldn't finish the game because of a bug. It's a great little game, if they manage to fix it. Edit All fixed now.",Positive
405,Old school jam Plays really good love it 1.23 can't beat it ,Positive
406,Fun I just bought this one and its way better then the free one,Positive
407,Great for learning Its such a great app for kids to learn. There should be more free apps...,Positive
408,.,Positive
409,"Level 70 is possible u just gotta keep trying. I beat all 350 levels and once u get to 350, the game keeps ur current score and goes back to level 1. I am on level 180 for the second time around. Great game. I have lots of hours spent on this game.",Positive
410,Super tank battle Cool,Positive
411,"Great app... Only issue I had was that the brightness setting came defaulted so low I couldn't read the screen in daylight. Changed setting indoors to match phone brightness, works fine now",Positive
412,OMG so great big big rate's,Positive
413,Just awesome game but when I changed my device I cannot transfer my level and inventory in new device. I don't know why. Can developer team explain me this. Please help me transfer my statistics into new device.,Positive
414,GLITCH I am experiencing a glitch where the boss music during the Ymir fight plays over the background music. It's annoying because I like the boss music and I can't listen to it because of the crappy mine music,Positive
415,"Excellent design across the board Clever and elegant translation of the franchise to this platform. Visual and gameplay design is fittingly sharp for a formally slick series, and the boardgame aesthetic particularly clever.",Positive
416,Liv Love  love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love  it,Positive
